id,author,title,year,citation,tag
1788,"La, R.J. and Ranjan, P. and Abed, E.H.",Analysis of adaptive random early detection (ARED) ,2003,10,itc18

1789,"Denteneer, Dee and van Leeuwaarden, Johan and Resing, Jacques",Bounds for a discrete-time multi-server queue with an application to cable networks ,2003,21,itc18

1790,"Fiedler, Markus and Tutschku, Kurt and Carlsson, Patrik and Nilsson, Arne",Identification of performance degradation in {IP} networks using throughput statistics ,2003,-1,itc18

1791,"Deng, Xidong and Yi, Sungwon and Kesidis, George and Das, Chita R.","Class-based stabilized virtual buffer-an {AQM} scheme with stability, fairness and QoS assurance ",2003,0,itc18

1792,"Köhler, Stefan and Binzenhöfer, Andreas",{MPLS} traffic engineering in {OSPF} networks-A combined approach,2003,33,itc18

1793,"Battaglia, Lorenzo and Killat, Ulrich",QoS in integrated services based {IP} networks: The solution to the peak rate policing issue ,2003,1,itc18

1794,"Akar, N. and Sahin, C.",Dynamic capacity provisioning in virtual path-based networks using reinforcement learning ,2003,2,itc18

1795,"Azouzi, Rachid El and Altman, Eitan and Wynter, Laura",Telecommunications network equilibrium with price and quality-of-service characteristics ,2003,59,itc18

1796,"Yeo, B.S. and Turner, L.F.",A gateway location algorithm for hybrid satellite and terrestrial communication networks ,2003,2,itc18

1797,"Moscholios, I.D. and Nikolaropoulos, P.I. and Logothetis, M.D.",Call level blocking of ON-OFF traffic sources with retrials under the complete sharing policy ,2003,16,itc18

1798,"Kilpi, Jorma",A portrait of a GPRS/GSM session ,2003,14,itc18

1799,"Jia, W.-J. and Wang, H.-X. and Fang, J.-C. and Zhao, W.",Delay guarantee for real-time traffic flows with high rate ,2003,1,itc18

1800,"Sauer, Cornelia and Daduna, Hans",Separable networks with unreliable servers ,2003,11,itc18

1801,"Xu, Lisong and Perros, Harry G. and Rouskas, George N.",Performance analysis of an edge optical burst switching node with a large number of wavelengths ,2003,13,itc18

1802,"van Foreest, Nicky and Mandjes, Michel and Scheinhardt, Werner",A versatile model for asymmetric {TCP} sources ,2003,-1,itc18

1803,"Litjens, R. and Roijers, F. and van den Berg, J.L. and Boucherie, R.J. and Fleuren, M.J.",Performance analysis of wireless LANs: an integrated packet/flow level approach ,2003,64,itc18

1804,"Jean-Marie, Alain and Dube, Parijat and Artiges, Damien and Altman, Eitan",Decreasing loss probabilities by redundancy and interleaving: a queueing analysis ,2003,6,itc18

1805,"Jähnert, Jürgen",Cost-efficient metering and accounting in 4G networks ,2003,1,itc18

1806,"Broido, Andre and King, Ryan and Nemeth, Evi and Claffy, K.C.",Radon spectroscopy of packet delay,2003,12,itc18

1807,"Kawahara, Ryoichi",An adaptive load balancing method for multiple paths using flow statistics ,2003,0,itc18

1808,"Jena, Ajit K. and Popescu, Adrian and Nilsson, Arne A.",Modeling and evaluation of internet applications ,2003,25,itc18

1809,"Gopalakrishnan, Ganesh and Kasera, Sneha and Loader, Catherine and Wang, Xin",Robust router congestion control using acceptance and departure rate measures ,2003,0,itc18

1810,"Blanchy, FranÃ§ois and MÃ©lon, Laurent and Leduc, Guy",An efficient decentralized on-line traffic engineering algorithm for {MPLS} networks ,2003,26,itc18

1811,"Kolarov, Aleksandar and Sengupta, Bhaskar",Waveband routing and wavelength assignment in hybrid hierarchical optical networks ,2003,3,itc18

1812,"Liu, Zhen and Squillante, Mark S. and Xia, Cathy H. and Yu, Shun-Zheng and Zhang, Li",Profile-based traffic characterization of commercial web sites ,2003,10,itc18

1813,"Norros, Iikka and Reittu, Hannu","Architectural features of the power-law random graph model of Internet: notes on soft hierarchy, vulnerability and multicasting ",2003,7,itc18

1814,"Guo, J. and Chan, S. and Wong, E.W.M. and Zukerman, M. and Taylor, P. and Tang, K.S.",On blocking probability evaluation for video-on-demand systems ,2003,9,itc18

1815,"Srivastava, Shekhar and Krithikaivasan, Balaji and Medhi, Deep and PiÃ³ro, MichaÅ€",Traffic engineering in the presence of tunneling and diversity constraints: Formulation and lagrangean decomposition approach ,2003,16,itc18

1816,"Mitra, Debasis and Wang, Qiong",Risk-aware network profit management in a two-tier market ,2003,17,itc18

1817,"Akar, Nail and Sohraby, Khosrow",Algorithmic solution of finite Markov fluid queues ,2003,3,itc18

1818,"{Corinne Touati, Eitan Altman}, Jérôme Galtier",Semi-definite programming for bandwidth allocation in communication networks ,2003,2,itc18

1819,"Vaton, S. and Gravey, A.",Network tomography: an iterative Bayesian analysis ,2003,21,itc18

1820,"Schroeder, B. and Harchol-Balter, M.",Web servers under overload: How scheduling can help ,2003,167,itc18

1821,"Marbukh, V.",A scenario based framework for robust network provisioning ,2003,4,itc18

1822,"Kalden, Roger and Varga, TamÃ¡s and Wouters, Bianca and Sanders, Bart",Wireless service usage and traffic characteristics in {GPRS} networks ,2003,-1,itc18

1823,"Blefari-Melazzi, N. and Daigle, J.N. and Femminella, M.",Stateless admission control for QoS provisioning for VoIP in a diffServ domain ,2003,8,itc18

1824,"Vendictis, Andrea De and Baiocchi, Andrea",Investigating {TCP} single source behavior in time-varying capacity network scenarios ,2003,5,itc18

1825,"Østerbø, Olav",Models for calculating end-to-end delay in packet networks ,2003,7,itc18

1826,"El-Hadidi, Mahmoud T. and Soliman, Mohamed S. and El-Soudani, Magdi S.",Traffic parameter estimation and area classification for local exchanges with application ,2003,0,itc18

1827,"Dumas, Vincent and Guillemin, Fabrice and Robert, Philippe",Admission control of leaky bucket regulated sources in a queueing system with priority ,2003,0,itc18

1828,"Elwalid, A. and Mitra, D. and Saniee, I. and Widjaja, I.",Online traffic engineering in {GMPLS} networks: From shortest-path to design-based routing ,2003,0,itc18

1829,"Menth, Michael and Gehrsitz, Sebastian and Milbrandt, Jens",Fair assignment of efficient network admission control budgets ,2003,13,itc18

1830,"Salvador, Paulo and Nogueira, AntÃ³nio and Valadas, Rui",Joint characterization of the packet arrival and packet size processes of multifractal traffic based on stochastic L-systems ,2003,8,itc18

1831,"Görg, Carmelita and Charzinski, Joachim and Lehnert, Ralf and Tran-Gia, Phuoc",Providing QoS in heterogeneous environments ,2003,-1,itc18

1832,"Sun, Lingfen and Ifeachor, Emmanuel",New methods for voice quality evaluation for {IP} networks ,2003,18,itc18

1833,"Eitan Altman, Tania Jiménez",Simulation analysis of {RED} with short lived {TCP} connections ,2003,-1,itc18

1834,"Biton, Erez and Orda, Ariel","QoS provision with {EDF} scheduling, stochastic burstiness and stochastic guarantees ",2003,7,itc18

1835,"Roughan, Matthew and Spatscheck, Oliver",What does the mean mean? ,2003,13,itc18

1836,"Khanna, Sanjeev and Sarkar, Saswati and Shin, Insik",An energy measurement based collision resolution protocol ,2003,16,itc18

1837,"Öznur Özkasap, Mine Çalar",Traffic behavior of scalable multicast: Self-similarity and protocol dependence ,2003,6,itc18

1838,"Saito, Hiroshi and Minami, Hiroya",Performance issues in sensor networking ,2003,3,itc18

1839,"Narbutt, Miroslaw and Murphy, Liam",VoIP playout buffer adjustment using adaptive estimation of network delays ,2003,64,itc18

1840,"Pérez-Costa, Xavier and Torrent-Moreno, Marc and Hartenstein, Hannes",A simulation study on the performance of hierarchical mobile {IPv6} ,2003,12,itc18

1841,"Tinnakornsrisuphap, P. and La, R.J. and Makowski, A.M.",Modeling {TCP} traffic with session dynamics-many sources asymptotics under ECN/RED gateways ,2003,5,itc18

1842,"Schweigel, Mathias",The cell residence time in rectangular cells and its exponential approximation ,2003,7,itc18

1843,"Mandjes, Michel and van Uitert, Miranda",Sample-path large deviations for tandem queues with Gaussian inputs ,2003,11,itc18

1844,"Kamienski, Carlos Alberto and Sadok, Djamel",Strategies for provisioning end-to-end QoS-based services in a multi-domain scenario ,2003,8,itc18

1845,"Hong, Dohy and Poppe, Fabrice and Reynier, Julien and Baccelli, FranÃ§ois and Petit, Guido",The impact of burstification on {TCP} throughput in optical burst switching networks ,2003,21,itc18

1846,"Ivanovich, M. and Hesse, M. and Fitzpatrick, P.",Paging performance in {GSM} networks: Analysis and simulation ,2003,3,itc18

1847,"Schopp, Michael and Viallon, JoÃ«l",Service availability in distributed network architectures: Evaluation and planning issues ,2003,6,itc18

1848,"Chassot, C. and Auriol, G. and Lozes, A.",QoS management protocol for an end-to-end communication architecture implemented over a differentiated {IPv6} network ,2003,2,itc18

1849,"Grieco, L.A. and Mascolo, S.",A mathematical model of westwood+ {TCP} congestion control algorithm ,2003,4,itc18

1850,"Kordybach, Krzysztof and Nousiainen, Sami",Radio resource management in WCDMA-based networks in emergency situations ,2003,9,itc18

1851,"Elsayed, Khaled M.F. and Ayad, Amr S. and El-Hadidi, Mahmoud T.",Evaluation of resource reservation policies for deterministic services in multi-service packet networks ,2003,1,itc18

1852,"Katayama, Tsuyoshi and Kobayashi, Kaori and Nakagawa, Kazuyuki",System delay analysis for a nonpreemptive time-limited service queueing system with two types of vacations and its application ,2003,4,itc18

1853,"Alzati, M. and Bottigliengo, M. and Casetti, C. and Mellia, M.",Fair marking of web flows using partial state information ,2003,5,itc18

1854,"Hendling, K. and Franzl, G. and Statovci-Halimi, B. and Halimi, A.",Residual network and link capacity weighting for efficient traffic engineering in {MPLS} networks ,2003,8,itc18

1855,"Houdt, B. Van and Blondia, C.",Maximum stable throughput of FS-ALOHA under delay constraints ,2003,0,itc18

1856,"Borst, Sem and NÃºÃ±ez-Queija, Rudesindo and Zwart, Bert",Bandwidth sharing with heterogeneous service requirements ,2003,1,itc18

1857,"Heck, K. and Staehle, D. and Leibnitz, K.",Macro diversity gain in {UMTS} networks with clustered user distributions ,2003,1,itc18

1858,"Fernandez, Marcial P. and de C.P. Pedroza, Aloysio and Rezende, JosÃ© F.",Converting QoS policy specification into fuzzy logic parameters ,2003,4,itc18

1859,"Srinivasa, G.N. and Vishwanath, Arun",Traffic constraints instead of traffic matrices: Capabilities of a new approach to traffic characterization ,2003,15,itc18

1860,"Haßlinger, Gerhard and Takes, Patricia",Real time video traffic characteristics and dimensioning regarding {QOS} demands ,2003,9,itc18

1861,"{Gergely Mátéfi, János Farkas}, Casaba Antal",Towards efficient call admission control in {IP} {UTRAN} ,2003,2,itc18

1862,"Wu, Kehang and Reeves, Douglas S.",Link dimensioning and {LSP} optimization for {MPLS} networks supporting diffserv {EF} and {BE} traffic classes ,2003,6,itc18

1863,"Dressler, Falko",A metric for numerical evaluation of the QoS of an internet connection ,2003,13,itc18

1864,"Sarkar, Saswati and Anjum, Farooq M. and Jain, Ravi",Maximizing efficiency in Bluetooth piconets using throughput optimal packet size selection (TOPS) ,2003,1,itc18

1865,"Jelenković, P. and Radovanović, A.",Optimizing the {LRU} algorithm for web caching ,2003,5,itc18

1866,"Uhlig, Steve and Bonaventure, Olivier and Quoitin, Bruno",Interdomain traffic engineering with minimal {BGP} configurations ,2003,34,itc18

1867,"Apostolopoulos, George",Traffic engineering in hierarchical multi-provider networks,2003,0,itc18

1868,"Srivastava, S. and Mitchell, K. and van de Liefvoort, A.",Correlations induced in a packet stream by background traffic in a multiplexed environment ,2003,4,itc18

1869,"Huang, Yaqing and Guerin, Roch and Gupta, Pranav",Supporting excess real-time traffic with active drop queue ,2003,22,itc18

1870,"Guérin, R. and Rank, J. and Sarkar, S. and Vergetis, E.",Forming connected topologies in bluetooth ad-hoc networksâ€”An algorithmic perspective ,2003,-1,itc18

1871,"Riedl, Anton and Bauschert, Thomas and Frings, Jochen",On the dimensioning of voice over {IP} networks for various call admission control schemes ,2003,10,itc18

1872,"Altman, Eitan",A stateless approach for improving {TCP} performance using Diffserv ,2003,2,itc18

1873,"Huang, Qian and Chan, Sammy and Ko, King-Tim and Zukerman, Moshe",An efficient reservation-based handoff control scheme for multimedia traffic in mobile cellular networks ,2003,0,itc18

1874,"Takács, Attila and Császár, András and Sxabó, Róbert and Cinkler, Tibor",Thrifty traffic engineering through {CSLLS} ,2003,-1,itc18

1875,"Sayenko, Alexander and HÃ¤mÃ¤lÃ¤inen, Timo and Siltanen, Jarmo and Joutsensalo, Jyrki",The simulation and analysis of the revenue critierion based adaptive {WFQ} ,2003,-1,itc18

1876,"{Michael Savorić, Holger Karl}, Adam Wolisz",Selected properties of a joint congestion controller for {TCP} connections ,2003,3,itc18

1877,"Ayesta, U. and Avrachenkov, K.E. and Altaman, E. and Barakat, C. and Dube, P.",Multilevel approach for modeling short {TCP} sessions ,2003,12,itc18

1878,"Li, Frank Yong",Analysis on conformance deterioration for QoS provisioning: A stochastic approach ,2003,1,itc18

1879,"Samhat, A. and Chahed, T.",Performance evaluation of {IP} in the {UMTS} terrestrial radio access network ,2003,9,itc18

1880,"Roughan, Matthew and Greenberg, Albert and Kalmanek, Charles and Rumsewicz, Michael and Yates, Jennifer and Zhang, Yin","Experience in measuring internet backbone traffic variability: Models metrics, measurements and meaning ",2003,-1,itc18

1881,"Ali, M. Mehmet and Song, X.",A performance analysis of a multiplexer with priority queues and correlated arrivals ,2003,1,itc18

1882,"Heindl, Armin and Biersack, Ernst",Hybrid performance modeling of open-loop video distribution with {VCR} functionality ,2003,1,itc18

1883,"Donner, Anton and Berioli, Matteo and Werner, Markus",An {MPLS} networking concept for satellite constellations ,2003,7,itc18

1884,"Kihl, Maria and Robertsson, Anders and Wittenmark, BjÃ¶rn",Performance modelling and control of server systems using non-linear control theory ,2003,18,itc18

1885,"Busson, Anthony and Kofman, Daniel and Rougier, Jean-Louis",Optimization of content delivery networks server placement ,2003,1,itc18

1886,"Sun, Jinsheng and Ko, King-Tim and Chen, Guanrong and Chan, Sammy and Zukerman, Moshe",Adaptive drop-tail: A simple and efficient active queue management algorithm for internet flow control ,2003,5,itc18

1887,"{Tamás Éltető, Péter Vaderna}, Sándor Molnár",Performance analysis of {TCP} networks loaded by web traffic ,2003,-1,itc18

1888,"Shi Zhou, Raúl J. Mondragón",Towards modelling the internet topology-The interactive growth model,2003,42,itc18

1889,"Pack, Charles D.",Traffic capacity analysis for shared access networks with QoS objectives and uncertain demands ,2003,0,itc18

1890,"Elayoubi, S-E. and Chahed, T.",Measurement-based connection admission control in UMTS: Single cell case ,2003,1,itc18

1891,"Lamers, Eugen and Perera, Ranjit and TÃ¼rke, Ulrich and GÃ¶rg, Carmelita",Short term dynamic system level simulation concepts for {UMTS} network planning ,2003,8,itc18

1892,"Blondia, C. and Casals, O. and CerdÃ , Ll. and den Wijngaert, N. Van and Willems, G. and Cleyn, P. De",Low latency handoff mechanisms and their implementation in an {IEEE} 802.11 network ,2003,35,itc18

1893,"Murta, Cristina Duarte and Corlassoli, Tarcisio Paulo",Fastest connection first: A new scheduling policy for web servers ,2003,15,itc18

1894,"Naumov, V.",Spectral properties of finite buffers with phase type service and interarrival times ,2003,0,itc18

1895,"Bonald, T. and ProutiÃ¨re, A. and Roberts, J. and Virtamo, J.",Computational aspects of balanced fairness ,2003,54,itc18

1896,"Lassila, Pasi and van den Berg, Hans and Mandjes, Michel and Kooij, Rob",An integrated packet/flow model for {TCP} performance analysis ,2003,22,itc18

1897,"Görg, Carmelita and Charzinski, Joachim and Lehnert, Ralf and Tran-Gia, Phuoc",Preface ,2003,8929,itc18

1898,"Gruber, Ingo and Matthiesen, Christian",The broadcast based ad hoc routing protocol (BCBR)â€”A novel approach for ad hoc routing ,2003,4,itc18

